load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	zone_demand_mw
West	2018110100	6566.91	0	6566.91
West	2018110101	6339.87	0	6339.87
West	2018110102	6198.6	0	6198.6
West	2018110103	6172.41	0	6172.41
West	2018110104	6284.39	0	6284.39
West	2018110105	6536.82	0	6536.82
West	2018110106	6939.97	0	6939.97
West	2018110107	7222.18	0	7222.18
West	2018110108	7620.57	0	7620.57
West	2018110109	7856.63	0	7856.63
West	2018110110	7984.92	0	7984.92
West	2018110111	8157.36	0	8157.36
West	2018110112	8222.19	0	8222.19
West	2018110113	8422.05	0	8422.05
West	2018110114	8551.05	0	8551.05
West	2018110115	8633.38	0	8633.38
West	2018110116	8624.28	0	8624.28
West	2018110117	8565.94	0	8565.94
West	2018110118	8868.53	0	8868.53
West	2018110119	8686.38	0	8686.38
West	2018110120	8353.58	0	8353.58
West	2018110121	7916.72	0	7916.72
West	2018110122	7372.94	0	7372.94
West	2018110123	6919.09	0	6919.09
West	2018110200	6537.8	0	6537.8
West	2018110201	6348.65	0	6348.65
West	2018110202	6218.3	0	6218.3
West	2018110203	6169.17	0	6169.17
West	2018110204	6187.75	0	6187.75
West	2018110205	6332.96	0	6332.96
West	2018110206	6580.94	0	6580.94
West	2018110207	6901.4	0	6901.4
West	2018110208	7439.23	0	7439.23
West	2018110209	7823.27	0	7823.27
West	2018110210	8064.35	0	8064.35
West	2018110211	8237.04	0	8237.04
West	2018110212	8382.83	0	8382.83
West	2018110213	8489.66	0	8489.66
West	2018110214	8562.19	0	8562.19
West	2018110215	8643.94	0	8643.94
West	2018110216	8686.67	0	8686.67
West	2018110217	8968.41	0	8968.41
West	2018110218	9544.45	0	9544.45
West	2018110219	9508.74	0	9508.74
West	2018110220	9179.82	0	9179.82
West	2018110221	8709.96	0	8709.96
West	2018110222	8046.21	0	8046.21
West	2018110223	7324.83	0	7324.83
West	2018110300	6855.4	0	6855.4
West	2018110301	6561.36	0	6561.36
West	2018110302	6419.93	0	6419.93
West	2018110303	6398.74	0	6398.74
West	2018110304	6542.91	0	6542.91
West	2018110305	7193.88	0	7193.88
West	2018110306	8243.04	0	8243.04
West	2018110307	8502.81	0	8502.81
West	2018110308	8734.25	0	8734.25
West	2018110309	9078.02	0	9078.02
West	2018110310	9391.25	0	9391.25
West	2018110311	9603.59	0	9603.59
West	2018110312	9780.99	0	9780.99
West	2018110313	9870.79	0	9870.79
West	2018110314	9874.95	0	9874.95
West	2018110315	9879.78	0	9879.78
West	2018110316	9876.5	0	9876.5
West	2018110317	10193.6	0	10193.6
West	2018110318	10694.4	0	10694.4
West	2018110319	10604	0	10604
West	2018110320	10385	0	10385
West	2018110321	9843.14	0	9843.14
West	2018110322	9033.65	0	9033.65
West	2018110323	8175.15	0	8175.15
